product_title,product_url,brand,sales_price,mrp,discount_percent,number_of_ratings,number_of_reviews,type_of_oven,model_name,star_rating,capacity_litres
"LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmc09c38da1a784?pid=MRCFKRJ9PEH7KZGG&lid=LSTMRCFKRJ9PEH7KZGGTWMM3X&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_35&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCFKRJ9PEH7KZGG.SEARCH&ssid=wu09agxz9c0000001686492361328,LG,12499,17990,30,60,5,Convection,MC2886BLT,4.2,28
"SAMSUNG 23 L Solo Microwave Oven  (MS23J5133AG/TL, Black)",https://www.flipkart.com/samsung-23-l-solo-microwave-oven/p/itmf65nfecd5gtwd?pid=MRCF65NFUZGT4FYN&lid=LSTMRCF65NFUZGT4FYN3YED4D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_38&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCF65NFUZGT4FYN.SEARCH&ssid=wu09agxz9c0000001686492361328,SAMSUNG,7290,7990,8,8378,753,Solo,MS23J5133AG/TL,4.3,23
"MarQ by Flipkart 23 L Top Down Door with Low-Calorie Fry Convection Convection Microwave Oven  (23BMWCMQB, Black)",https://www.flipkart.com/marq-flipkart-23-l-top-down-door-low-calorie-fry-convection-microwave-oven/p/itm08ac83beac7db?pid=MRCGYYYEZAYZQRHJ&lid=LSTMRCGYYYEZAYZQRHJMKBAJS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_39&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCGYYYEZAYZQRHJ.SEARCH&ssid=wu09agxz9c0000001686492361328,MarQ by Flipkart,7999,15299,47,253,26,Convection,23BMWCMQB,4.2,23
"Panasonic 20 L Grill Microwave Oven  (NN-GT221WFDG, White)",https://www.flipkart.com/panasonic-20-l-grill-microwave-oven/p/itmdwdmnahzgxvyh?pid=MRCDWBZXF5ENWDZB&lid=LSTMRCDWBZXF5ENWDZBLKNYQ5&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_41&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCDWBZXF5ENWDZB.SEARCH&ssid=wu09agxz9c0000001686492361328,Panasonic,8390,9590,12,1108,116,Grill,NN-GT221WFDG,4.4,20
"LG 20 L Grill Microwave Oven  (MH2044BP, Black)",https://www.flipkart.com/lg-20-l-grill-microwave-oven/p/itmab0c4416b506d?pid=MRCG6687ADGYQ2HH&lid=LSTMRCG6687ADGYQ2HHQCIO6C&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_42&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCG6687ADGYQ2HH.SEARCH&ssid=wu09agxz9c0000001686492361328,LG,7590,10699,29,2973,291,Grill,MH2044BP,4.3,20
"Whirlpool 24 L Convection Microwave Oven  (Magicook Pro 26CE, Black)",https://www.flipkart.com/whirlpool-24-l-convection-microwave-oven/p/itm5885622459bcb?pid=MRCFVGQ7TCEHYPA2&lid=LSTMRCFVGQ7TCEHYPA2JEMDPL&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_43&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCFVGQ7TCEHYPA2.SEARCH&ssid=wu09agxz9c0000001686492361328,Whirlpool,11690,16770,30,401,35,Convection,Magicook Pro 26CE,4.2,24
"IFB 23 L Convection Microwave Oven  (23BC4, Black)",https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmef2ztequxvqa9?pid=MRCEF2ZSTQU9QBHT&lid=LSTMRCEF2ZSTQU9QBHTAJ9ZZA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_45&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCEF2ZSTQU9QBHT.SEARCH&ssid=wu09agxz9c0000001686492361328,IFB,12599,15990,21,7788,987,Convection,23BC4,4.4,23
"Whirlpool 25 L Convection Microwave Oven  (GT-288 (25 L Jet Crisp), Black)",https://www.flipkart.com/whirlpool-25-l-convection-microwave-oven/p/itme3g39wakhht92?pid=MRCE3G37W4GAWJP2&lid=LSTMRCE3G37W4GAWJP2UHRWTS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_2_47&otracker=browse&iid=aac439a3-d32a-4f2c-99ae-81353a11fe39.MRCE3G37W4GAWJP2.SEARCH&ssid=wu09agxz9c0000001686492361328,Whirlpool,10999,15140,27,146,23,Convection,GT-288 (25 L Jet Crisp),4.1,25
"Whirlpool 30 L Convection Microwave Oven  (Magicook Pro 32CE, Black)",https://www.flipkart.com/whirlpool-30-l-convection-microwave-oven/p/itma00245a07a930?pid=MRCFVGQ74HTBPNXK&lid=LSTMRCFVGQ74HTBPNXKXMBOGX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_50&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFVGQ74HTBPNXK.SEARCH&ssid=kcdjifkahs0000001686492470086,Whirlpool,12990,19500,33,1308,142,Convection,Magicook Pro 32CE,4.3,30
"SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CC, Black)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itm41fd60ceba3ef?pid=MRCFMTCMRHU2NYTZ&lid=LSTMRCFMTCMRHU2NYTZLIOUR9&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_51&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFMTCMRHU2NYTZ.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,18750,23500,20,75,10,Convection,MC28M6036CC,4.3,28
"IFB 20 L Convection Microwave Oven  (20BC5, Black)",https://www.flipkart.com/ifb-20-l-convection-microwave-oven/p/itmfhyzgvzdkspzc?pid=MRCFHYZGTYYU6DAC&lid=LSTMRCFHYZGTYYU6DACNKPA4R&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_53&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFHYZGTYYU6DAC.SEARCH&ssid=kcdjifkahs0000001686492470086,IFB,11499,13390,14,119,15,Convection,20BC5,4.4,20
"Whirlpool 20 L Solo Microwave Oven  (MAGICOOK PRO 20SM BLACK, Black)",https://www.flipkart.com/whirlpool-20-l-solo-microwave-oven/p/itmeb6977686f277?pid=MRCFHW7RKVG2ZMCZ&lid=LSTMRCFHW7RKVG2ZMCZNCTEJS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_54&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFHW7RKVG2ZMCZ.SEARCH&ssid=kcdjifkahs0000001686492470086,Whirlpool,5999,7500,20,501,57,Solo,MAGICOOK PRO 20SM BLACK,4.3,20
"Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",https://www.flipkart.com/haier-30-l-convection-microwave-oven/p/itmf19d876cddd49?pid=MRCFSZPT2HGHMW35&lid=LSTMRCFSZPT2HGHMW35MOTWJW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_55&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFSZPT2HGHMW35.SEARCH&ssid=kcdjifkahs0000001686492470086,Haier,15490,23999,35,121,14,Convection,HIL3001CBSH,4.5,30
"BAJAJ 20 L Grill Microwave Oven  (2005ETB, White)",https://www.flipkart.com/bajaj-20-l-grill-microwave-oven/p/itmdxecdgckfhf2g?pid=MRCDXECBFQG8UDFJ&lid=LSTMRCDXECBFQG8UDFJSY07B5&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_57&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCDXECBFQG8UDFJ.SEARCH&ssid=kcdjifkahs0000001686492470086,BAJAJ,7790,10040,22,5559,683,Grill,2005ETB,4.2,20
"IFB 25 L Convection Microwave Oven  (25BC4, Black)",https://www.flipkart.com/ifb-25-l-convection-microwave-oven/p/itmef2ztgtew4cnz?pid=MRCEF2ZSV7RPRVHK&lid=LSTMRCEF2ZSV7RPRVHKS8MD9S&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_58&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCEF2ZSV7RPRVHK.SEARCH&ssid=kcdjifkahs0000001686492470086,IFB,13300,17890,25,1344,156,Convection,25BC4,4.4,25
"SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28H5025VR, Black)",https://www.flipkart.com/samsung-28-l-convection-grill-microwave-oven/p/itmc6cc053cb0d63?pid=MRCGAPRHQP3FVASF&lid=LSTMRCGAPRHQP3FVASFKZR1AT&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_59&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCGAPRHQP3FVASF.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,15990,20990,23,13,0,Convection & Grill,MC28H5025VR,4.0,28
"SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32A7035CT, Silver)",https://www.flipkart.com/samsung-32-l-convection-grill-microwave-oven/p/itm97bf1ebbfcd96?pid=MRWGB542CGFFDBFD&lid=LSTMRWGB542CGFFDBFDBXSQUY&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_61&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRWGB542CGFFDBFD.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,16990,20000,15,2706,317,Convection & Grill,MC32A7035CT,4.4,32
"Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",https://www.flipkart.com/panasonic-23-l-convection-microwave-oven/p/itmdwdmnwugfruzy?pid=MRCDWBZX3ZFSPSGH&lid=LSTMRCDWBZX3ZFSPSGHMPZYWZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_62&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCDWBZX3ZFSPSGH.SEARCH&ssid=kcdjifkahs0000001686492470086,Panasonic,10790,14590,26,1473,173,Convection,NN-CT353BFDG,4.4,23
"Panasonic 23 L Convection & Grill Microwave Oven  (NN-CT35MBFDG, SILVER)",https://www.flipkart.com/panasonic-23-l-convection-grill-microwave-oven/p/itm15cb5e41b03f3?pid=MRCGGHHXQUXUNZWE&lid=LSTMRCGGHHXQUXUNZWE95LKLX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_63&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCGGHHXQUXUNZWE.SEARCH&ssid=kcdjifkahs0000001686492470086,Panasonic,11249,15290,26,,,Convection & Grill,NN-CT35MBFDG,3.8,23
"SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itmfeef30f5b4fd8?pid=MRCGBTMZF3UFWQEA&lid=LSTMRCGBTMZF3UFWQEAYGASI9&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_65&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCGBTMZF3UFWQEA.SEARCH&ssid=kcdjifkahs0000001686492470086,SAMSUNG,17250,20300,15,,,Convection,MC28A6036QK,4.7,28
"Voltas Beko 20 L Convection Microwave Oven  (MC20SD, Silver)",https://www.flipkart.com/voltas-beko-20-l-convection-microwave-oven/p/itm7b8deb2d461e9?pid=MRCFZDVVGEG3ZEQB&lid=LSTMRCFZDVVGEG3ZEQBQ7MASH&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_66&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFZDVVGEG3ZEQB.SEARCH&ssid=kcdjifkahs0000001686492470086,Voltas Beko,8339,12990,35,22,2,Convection,MC20SD,3.8,20
"ONIDA 23 L Air Fryer Convection Microwave Oven  (MO23CJS11BN, Black)",https://www.flipkart.com/onida-23-l-air-fryer-convection-microwave-oven/p/itmf3rtz97jrknss?pid=MRCFHHWDEYGERJKF&lid=LSTMRCFHHWDEYGERJKFS0NR7U&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_67&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFHHWDEYGERJKF.SEARCH&ssid=kcdjifkahs0000001686492470086,ONIDA,8990,12360,27,2683,399,Convection,MO23CJS11BN,4.2,23
"LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmcab59590c7af4?pid=MRCG8X8ETJEE9KS6&lid=LSTMRCG8X8ETJEE9KS6KCZVPI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_69&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCG8X8ETJEE9KS6.SEARCH&ssid=kcdjifkahs0000001686492470086,LG,16199,19099,15,18,1,Convection,MC2886BHT,4.2,28
"Haier 25 L Convection Microwave Oven  (HIL2501CBSH, Black)",https://www.flipkart.com/haier-25-l-convection-microwave-oven/p/itmb7f534cf6ab31?pid=MRCFJM3934TAZYGT&lid=LSTMRCFJM3934TAZYGTCNR98Z&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_70&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCFJM3934TAZYGT.SEARCH&ssid=kcdjifkahs0000001686492470086,Haier,13200,18999,30,,,Convection,HIL2501CBSH,4.9,25
"LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itmegvvbghgbw6kf?pid=MRCEGVVBSGYFZ4FN&lid=LSTMRCEGVVBSGYFZ4FNUXUUI7&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_3_71&otracker=browse&iid=58bb5f6e-b434-4d1a-ba75-706737a29197.MRCEGVVBSGYFZ4FN.SEARCH&ssid=kcdjifkahs0000001686492470086,LG,15999,21999,27,468,52,Convection,MC3286BLT,4.4,32
"LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm28dfb40840569?pid=MRCG93YXHVASJAMG&lid=LSTMRCG93YXHVASJAMGB09QMD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_73&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCG93YXHVASJAMG.SEARCH&ssid=wxj1iu82wg0000001686492612205,LG,18290,23999,23,40,2,Convection,MJ2887BFUM,4.4,28
"SAMSUNG 21 L Convection Microwave Oven  (CE77JD-QB/TL, Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmfyxtwtycuuhbj?pid=MRCEYFU68WZK4D8H&lid=LSTMRCEYFU68WZK4D8HCQB4LQ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_74&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCEYFU68WZK4D8H.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,13200,17090,22,28,1,Convection,CE77JD-QB/TL,4.0,21
"Godrej 28 L Convection Microwave Oven  (GME 728 CF1 PM, Golden Rose)",https://www.flipkart.com/godrej-28-l-convection-microwave-oven/p/itmf8r27jzcykuxh?pid=MRCF8R276VZQ3MQP&lid=LSTMRCF8R276VZQ3MQP7PPEIV&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_75&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCF8R276VZQ3MQP.SEARCH&ssid=wxj1iu82wg0000001686492612205,Godrej,14299,17919,20,54,14,Convection,GME 728 CF1 PM,4.1,28
"BAJAJ 23 L Convection Microwave Oven  (2310ETC, Black)",https://www.flipkart.com/bajaj-23-l-convection-microwave-oven/p/itmdxecdmq53qrsz?pid=MRCDXECBH5C7CYD8&lid=LSTMRCDXECBH5C7CYD89M2ETN&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_77&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCDXECBH5C7CYD8.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,11699,12000,2,188,33,Convection,2310ETC,4.3,23
"MarQ by Flipkart 28 L Low-Cal Fry Convection Microwave Oven  (28AMWCMQB, Black)",https://www.flipkart.com/marq-flipkart-28-l-low-cal-fry-convection-microwave-oven/p/itm2813f7331ee3f?pid=MRCFQEBQKXGSCTHB&lid=LSTMRCFQEBQKXGSCTHB4TQGPZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_78&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFQEBQKXGSCTHB.SEARCH&ssid=wxj1iu82wg0000001686492612205,MarQ by Flipkart,6999,11899,41,496,62,Convection,28AMWCMQB,4.2,28
"MarQ by Flipkart 30 L with 200 Auto Cook Menus Convection Microwave Oven  (AC930AHY-ST / AC930AHY-S, Black, Silver)",https://www.flipkart.com/marq-flipkart-30-l-200-auto-cook-menus-convection-microwave-oven/p/itm7ea7d2d84f14f?pid=MRCFH4YHYX7GAD4E&lid=LSTMRCFH4YHYX7GAD4EQHVSRM&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_79&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFH4YHYX7GAD4E.SEARCH&ssid=wxj1iu82wg0000001686492612205,MarQ by Flipkart,10999,11999,8,1861,286,Convection,AC930AHY-ST / AC930AHY-S,4.3,30
"LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zypkagyh5g?pid=MRCEW8ZYTXMXTDHS&lid=LSTMRCEW8ZYTXMXTDHS3HWS6D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_81&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCEW8ZYTXMXTDHS.SEARCH&ssid=wxj1iu82wg0000001686492612205,LG,15390,19690,21,382,36,Convection,MC2886BFUM,4.5,28
"BAJAJ 20 L Solo Microwave Oven  (20 MT DLX, BLACK)",https://www.flipkart.com/bajaj-20-l-solo-microwave-oven/p/itm7d1feaac6300e?pid=MRCGA7ZJYYC5WGFG&lid=LSTMRCGA7ZJYYC5WGFG6SLNKB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_82&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGA7ZJYYC5WGFG.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,7274,10000,27,3,0,Solo,20 MT DLX,5.0,20
"Voltas Beko 20 L Solo Microwave Oven  (MS20MPW, White)",https://www.flipkart.com/voltas-beko-20-l-solo-microwave-oven/p/itmde4ce5de50ac7?pid=MRCG6F5ZTYYQGD8U&lid=LSTMRCG6F5ZTYYQGD8UPSEDAE&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_83&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCG6F5ZTYYQGD8U.SEARCH&ssid=wxj1iu82wg0000001686492612205,Voltas Beko,5000,6890,27,22,2,Solo,MS20MPW,4.2,20
"LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itm91d2bf0ead978?pid=MRCFMKHWCHNHWBDY&lid=LSTMRCFMKHWCHNHWBDY9MECIC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_85&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFMKHWCHNHWBDY.SEARCH&ssid=wxj1iu82wg0000001686492612205,LG,23939,28700,16,200,17,Convection,MJEN326UH,4.5,32
"SAMSUNG 21 L Convection Microwave Oven  (CE76JD-B1/XTL, Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmfef1bba942fd9?pid=MRCGJZYUKXYHUVB6&lid=LSTMRCGJZYUKXYHUVB6YIMBTX&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_86&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGJZYUKXYHUVB6.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,11790,14590,19,,,Convection,CE76JD-B1/XTL,4.4,21
"Whirlpool 20 L Convection Microwave Oven  (Magicook Pro 22CE, Black)",https://www.flipkart.com/whirlpool-20-l-convection-microwave-oven/p/itm8aeca5b67fb09?pid=MRCFVGQ78ZCDSZPY&lid=LSTMRCFVGQ78ZCDSZPYKOYFUQ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_87&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFVGQ78ZCDSZPY.SEARCH&ssid=wxj1iu82wg0000001686492612205,Whirlpool,9990,15050,33,544,44,Convection,Magicook Pro 22CE,4.2,20
"BAJAJ 25 L Convection Microwave Oven  (2504ETC, Silver Grey)",https://www.flipkart.com/bajaj-25-l-convection-microwave-oven/p/itmdxecddzedgxuf?pid=MRCDXECBJVZ6UMUH&lid=LSTMRCDXECBJVZ6UMUH316VZA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_89&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCDXECBJVZ6UMUH.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,9199,10450,11,348,41,Convection,2504ETC,4.3,25
"BAJAJ 17 L Solo Microwave Oven  (1701 MT Dlx, Black)",https://www.flipkart.com/bajaj-17-l-solo-microwave-oven/p/itmf37a4uzph3mgs?pid=MRCF36ZBG6KA7VVA&lid=LSTMRCF36ZBG6KA7VVA9JIKW3&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_90&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCF36ZBG6KA7VVA.SEARCH&ssid=wxj1iu82wg0000001686492612205,BAJAJ,6275,6565,4,206,18,Solo,1701 MT Dlx,4.4,17
"SAMSUNG 23 L Baker Series Grill Microwave Oven with Crusty Plate  (MG23T5012CK/TL, Black)",https://www.flipkart.com/samsung-23-l-baker-series-grill-microwave-oven-crusty-plate/p/itmd0f297876d07f?pid=MRCFY9G7URSAXCFC&lid=LSTMRCFY9G7URSAXCFCW9IRPY&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_91&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCFY9G7URSAXCFC.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,11090,13490,17,222,14,Grill,MG23T5012CK/TL,3.9,23
"SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itm78573950fdeeb?pid=MRCGMEHV9VAYMAK3&lid=LSTMRCGMEHV9VAYMAK3YDOLDZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_94&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGMEHV9VAYMAK3.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,17700,24990,29,,,Convection,CE117PC-B3/XTL,4.7,32
"SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itmc6cc053cb0d63?pid=MRCGAPJQDDGQXE92&lid=LSTMRCGAPJQDDGQXE921TG7OW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_4_95&otracker=browse&iid=86fffc59-4a84-4f8f-b206-016b4bf2f2b5.MRCGAPJQDDGQXE92.SEARCH&ssid=wxj1iu82wg0000001686492612205,SAMSUNG,15900,20990,24,13,0,Convection,MC28H5025VR,4.0,28
"IFB 23 L Convection Microwave Oven  (23BC5, Black)",https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmfhyzgpkmup5wc?pid=MRCFHYZG8BGAP6CY&lid=LSTMRCFHYZG8BGAP6CYJX9IVB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_97&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFHYZG8BGAP6CY.SEARCH&ssid=a3sm5w9akg0000001686492761426,IFB,12300,16290,24,35,3,Convection,23BC5,4.4,23
"LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm608c84812aab5?pid=MRCGA84FSH7RXFMM&lid=LSTMRCGA84FSH7RXFMMCZK8GD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_98&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCGA84FSH7RXFMM.SEARCH&ssid=a3sm5w9akg0000001686492761426,LG,21159,25999,18,9,1,Convection,MJEN286UF,4.7,28
"Voltas Beko 17 L Solo Microwave Oven  (MS17WM, WHITE)",https://www.flipkart.com/voltas-beko-17-l-solo-microwave-oven/p/itmf02d100576c08?pid=MRCG6F6JHYQFZAPJ&lid=LSTMRCG6F6JHYQFZAPJ5HSZQD&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_99&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCG6F6JHYQFZAPJ.SEARCH&ssid=a3sm5w9akg0000001686492761426,Voltas Beko,5689,6590,13,38,5,Solo,MS17WM,4.1,17
"SAMSUNG 21 L Convection Microwave Oven  (CE76JD-M/TL, Mirror Black)",https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itmeyhej4sagn3h2?pid=MRCEYHEJCTAZ5HTE&lid=LSTMRCEYHEJCTAZ5HTEERS4BJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_101&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCEYHEJCTAZ5HTE.SEARCH&ssid=a3sm5w9akg0000001686492761426,SAMSUNG,12286,14290,14,42,8,Convection,CE76JD-M/TL,4.2,21
"MarQ by Flipkart 20 L Retro Solo Microwave Oven  (20AMWSMQR, Red Retro)",https://www.flipkart.com/marq-flipkart-20-l-retro-solo-microwave-oven/p/itmf46b8a8bc1cff?pid=MRCFQEBQYCMXRDXM&lid=LSTMRCFQEBQYCMXRDXMDREC15&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_5_102&otracker=browse&iid=00eaaf08-c24d-4981-98a4-066828159a82.MRCFQEBQYCMXRDXM.SEARCH&ssid=a3sm5w9akg0000001686492761426,MarQ by Flipkart,3999,7199,44,1284,141,Solo,20AMWSMQR,4.3,20
